,Media,Desvio,Melhor Fitness
1,1096.7226666666668,319.38013477006297,1451.7066666666667
2,1141.426,251.73706766440554,1438.3466666666666
3,1273.4575897435898,154.13992139634368,1429.6960000000001
4,1215.7135384615385,214.60786934335533,1446.4693333333332
5,1241.9066153846152,156.8018360617606,1447.1599999999999
6,1248.9474358974358,194.65508625729674,1453.06
7,1240.3213846153847,200.4275519519895,1441.9599999999998
8,1206.0742564102563,281.27799268892994,1441.212
9,1226.433794871795,198.14801640488028,1439.46
10,1365.9981025641027,76.40278831102228,1445.484
