,Media,Desvio,Melhor Fitness
1,1254.4377333333332,198.79180224640385,1453.0306666666668
2,1250.8949333333333,182.994390818128,1452.0613333333333
3,1262.1692400000002,188.5498384365381,1450.652
4,1263.4307866666666,208.74051081751938,1451.3400000000001
5,1210.82432,211.4460836214908,1447.8506666666667
6,1222.10084,227.83962443349625,1448.0
7,1246.551173333333,195.51856599217535,1449.4253333333334
8,1244.07032,200.47814934479862,1449.3293333333334
9,1232.7422666666666,220.1411933556179,1452.168
10,1233.3973733333335,190.24016014912004,1449.1533333333334
