,Media,Desvio,Melhor Fitness
1,1287.399588235294,494.4960031475444,1725.2941176470588
2,1323.9445294117645,385.0806939353088,1735
3,1265.3317647058823,444.369892332688,1735
4,1292.1461764705882,503.67398419815675,1726.3529411764705
5,1351.1764117647058,409.2794957801899,1735
6,1395.6789999999999,355.9990510419052,1735
7,1290.4448823529412,421.6026650914555,1735
8,1294.0381764705883,399.86695001788473,1711.3882352941177
9,1302.6767647058825,477.32718694497106,1735
10,1331.456294117647,403.17869168637156,1735
