,Media,Desvio,Melhor Fitness
1,1291.1579185520363,535.4081714819814,1714.6823529411765
2,1335.9572398190044,476.0086513785972,1735
3,1348.894117647059,325.81930008553,1706.6823529411765
4,1118.6787330316743,624.3373855459533,1721
5,1356.6662895927604,313.70373847812994,1726.3529411764705
6,1266.6131221719456,518.3435542190589,1714.6823529411765
7,1226.6834841628959,446.5745033238566,1706.6823529411765
8,1205.6950226244346,575.2918269594447,1717.6823529411765
9,1482.6389140271494,352.80422786520853,1706.6823529411765
10,1402.210407239819,354.68768723099254,1725.2941176470588
