,Media,Desvio,Melhor Fitness
1,133.98148148148147,122.612553311882,296.3636363636364
2,127.74374733247973,150.65308497677506,296.3636363636364
3,114.19858862598588,143.99204321339926,309
4,131.70147186147187,133.73515005373795,284.58181818181816
5,154.8613852813853,117.75283503889473,309
6,109.77268335529206,166.82958705706326,309
7,95.88678085199821,181.2233910287936,296.3636363636364
8,151.096256684492,114.67271107595776,309
9,130.1342857142857,119.71806891090073,309
10,125.89190535491905,132.29464991175564,284.58181818181816
