,Media,Desvio,Melhor Fitness
1,11749881.449513078,1227358.0279545824,13220961.53659891
2,11336614.341124637,1809508.4182641623,13297781.320215078
3,10894195.981740033,2242086.3163992306,13138870.149492832
4,11188216.125478845,1780729.460773785,13261080.977776233
5,11356508.531792555,1687257.9615759018,13232266.071987359
6,11352717.460811693,1741411.4211605794,13190677.712370358
7,11578723.245314365,1502099.7617430442,13129789
8,11376708.498996897,1792734.8282824478,13284779.568703566
9,11432499.215041297,1685114.0808538778,13269988.53796458
10,11130225.377773225,1721353.0330441443,13044953.4530719
