,Media,Desvio,Melhor Fitness
1,658.9271153846153,317.42832406890034,1188.4615384615386
2,542.868076923077,301.1879373021625,1130.769230769231
3,654.4809615384615,278.6655142716223,1188.4615384615386
4,610.5998076923076,291.8637485565597,1149.6153846153845
5,663.6469230769231,276.94858579787655,1121.7307692307693
6,708.2840384615384,276.0163940467692,1151.826923076923
7,553.921923076923,296.0761352128934,1170.2403846153845
8,539.6871153846154,305.9309100441654,1130.769230769231
9,571.7348076923078,319.0328774960502,1143.0192307692307
10,634.9709615384614,331.78470043484606,1170.2403846153845
