,Media,Desvio,Melhor Fitness
1,638.4678846153846,312.164047960034,1143.0192307692307
2,603.4559615384615,305.86369613642967,1188.4615384615386
3,516.2303846153847,311.36176419482655,1188.4615384615386
4,577.7880769230769,283.9663512766899,910.7692307692308
5,596.1544230769231,311.10875897194,1170.2403846153845
6,605.0675,328.0847102426558,1170.2403846153845
7,516.2275000000001,310.2491650381056,1121.7307692307693
8,616.4813461538462,292.2530170425126,1130.769230769231
9,563.6042307692308,373.0234609263595,1151.826923076923
10,659.9623076923078,273.19788599904854,1161.5384615384617
