,Media,Desvio,Melhor Fitness
1,112.94726315789474,30.68181992113783,159.68421052631578
2,104.12031578947368,33.88949075142,151.57894736842107
3,108.16715789473683,34.589218799073706,159.68421052631578
4,109.04757894736844,31.61580715410474,159.68421052631578
5,92.35136842105263,39.994377368814156,150
6,108.00084210526316,32.30902549407411,151.57894736842107
7,101.18221052631581,36.529275777077544,151.57894736842107
8,98.93463157894737,39.45556902351719,151.57894736842107
9,107.07726315789473,35.09405507878188,151.57894736842107
10,109.36463157894737,34.79929019940309,159.68421052631578
