dimensao,qtdParticulas,iteracoes,fatorDiversidade,cognitivo_socialFatores,profit
20,25,25,0.5,1.25,27.47231589316925
20,25,25,0.5,1.25,25.769157825524744
20,25,25,0.5,1.25,24.666216686858824
20,25,25,0.5,1.25,26.31035335993829
20,25,25,0.5,1.25,24.27219171094026
20,25,25,0.5,1.25,22.254951494805933
20,25,25,0.5,1.25,29.758138678295097
20,25,25,0.5,1.25,29.287699651952195
20,25,25,0.5,1.25,30.01692943054458
20,25,25,0.5,1.25,22.12697749695108
20,50,25,0.5,1.25,21.603412065722935
20,50,25,0.5,1.25,23.93082406253314
20,50,25,0.5,1.25,17.67801522312823
20,50,25,0.5,1.25,27.577008446072846
20,50,25,0.5,1.25,26.733664475474775
20,50,25,0.5,1.25,22.3195046932288
20,50,25,0.5,1.25,23.47733138166483
20,50,25,0.5,1.25,22.169958385018106
20,50,25,0.5,1.25,25.547157797586987
20,50,25,0.5,1.25,28.162693344314693
20,100,25,0.5,1.25,21.822109981079063
20,100,25,0.5,1.25,22.935203363976076
20,100,25,0.5,1.25,19.067837003825392
20,100,25,0.5,1.25,25.01953228969097
20,100,25,0.5,1.25,23.468036143290668
20,100,25,0.5,1.25,19.022747909974825
20,100,25,0.5,1.25,23.70492526729866
20,100,25,0.5,1.25,23.941810405040265
20,100,25,0.5,1.25,22.25494780725813
20,100,25,0.5,1.25,23.764683435713746
30,25,25,0.5,1.25,47.25642439379399
30,25,25,0.5,1.25,43.532829582583496
30,25,25,0.5,1.25,48.228646439359714
30,25,25,0.5,1.25,43.37745377869785
30,25,25,0.5,1.25,53.53712480351652
30,25,25,0.5,1.25,44.32110405169451
30,25,25,0.5,1.25,41.17011680033133
30,25,25,0.5,1.25,48.93853439894291
30,25,25,0.5,1.25,57.07226244058544
30,25,25,0.5,1.25,51.28413176613468
30,50,25,0.5,1.25,35.40124087526295
30,50,25,0.5,1.25,43.43840963458542
30,50,25,0.5,1.25,45.95577078380941
30,50,25,0.5,1.25,43.87080707006721
30,50,25,0.5,1.25,37.1058793422
30,50,25,0.5,1.25,45.738235321691725
30,50,25,0.5,1.25,46.61456585670314
30,50,25,0.5,1.25,36.62509034549757
30,50,25,0.5,1.25,37.722322504199305
30,50,25,0.5,1.25,44.836180599553906
30,100,25,0.5,1.25,32.962025190641285
30,100,25,0.5,1.25,34.56956906409428
30,100,25,0.5,1.25,38.67498700092601
30,100,25,0.5,1.25,42.13802406646447
30,100,25,0.5,1.25,41.815483111898146
30,100,25,0.5,1.25,43.53142737032602
30,100,25,0.5,1.25,43.751155168048086
30,100,25,0.5,1.25,42.37979150558133
30,100,25,0.5,1.25,40.31534327214257
30,100,25,0.5,1.25,37.17542212588156
40,25,25,0.5,1.25,67.60763023452068
40,25,25,0.5,1.25,68.1042407113857
40,25,25,0.5,1.25,62.007057105281824
40,25,25,0.5,1.25,60.66144258294974
40,25,25,0.5,1.25,54.03403096862905
40,25,25,0.5,1.25,67.89655356315166
40,25,25,0.5,1.25,70.04522533353902
40,25,25,0.5,1.25,67.65333275499121
40,25,25,0.5,1.25,65.28791906063661
40,25,25,0.5,1.25,71.48987693777428
40,50,25,0.5,1.25,60.88565789757842
40,50,25,0.5,1.25,55.4509766861989
40,50,25,0.5,1.25,60.82244813171847
40,50,25,0.5,1.25,64.14636980137519
40,50,25,0.5,1.25,62.74963754130661
40,50,25,0.5,1.25,60.23365921045065
40,50,25,0.5,1.25,56.187644818606415
40,50,25,0.5,1.25,59.775669100262654
40,50,25,0.5,1.25,63.09901869241342
40,50,25,0.5,1.25,53.79151346004641
40,100,25,0.5,1.25,60.9337583453163
40,100,25,0.5,1.25,57.19915083637707
40,100,25,0.5,1.25,60.77280509112533
40,100,25,0.5,1.25,59.00007140227455
40,100,25,0.5,1.25,65.09711935980093
40,100,25,0.5,1.25,66.03191324092656
40,100,25,0.5,1.25,57.45752228507125
40,100,25,0.5,1.25,51.043190484044885
40,100,25,0.5,1.25,57.55988837036177
40,100,25,0.5,1.25,61.19541616812971
50,25,25,0.5,1.25,89.85257171529211
50,25,25,0.5,1.25,79.39543807511069
50,25,25,0.5,1.25,87.00613159769347
50,25,25,0.5,1.25,90.73781958284648
50,25,25,0.5,1.25,87.54210346330751
50,25,25,0.5,1.25,89.8915966773949
50,25,25,0.5,1.25,81.9285178087407
50,25,25,0.5,1.25,97.77163638254633
50,25,25,0.5,1.25,93.37721958352643
50,25,25,0.5,1.25,91.9747673712579
50,50,25,0.5,1.25,80.08211612986157
50,50,25,0.5,1.25,91.53805342612233
50,50,25,0.5,1.25,82.99332452520022
50,50,25,0.5,1.25,89.79152294054266
50,50,25,0.5,1.25,89.92941196623458
50,50,25,0.5,1.25,79.98749171369568
50,50,25,0.5,1.25,80.65548109215196
50,50,25,0.5,1.25,87.32248106353079
50,50,25,0.5,1.25,87.11201987477317
50,50,25,0.5,1.25,83.94771172138616
50,100,25,0.5,1.25,77.50332166547359
50,100,25,0.5,1.25,82.59260428674395
50,100,25,0.5,1.25,80.80023007659274
50,100,25,0.5,1.25,78.87950474535114
50,100,25,0.5,1.25,78.56022755172056
50,100,25,0.5,1.25,82.34454309653715
50,100,25,0.5,1.25,83.23573411655333
50,100,25,0.5,1.25,74.72428879862383
50,100,25,0.5,1.25,76.41047339052699
50,100,25,0.5,1.25,77.68944064057646
10,25,25,0.5,1.5,7.412923096655099
10,25,25,0.5,1.5,10.276354594918686
10,25,25,0.5,1.5,7.6069804675041635
10,25,25,0.5,1.5,8.585328427071936
10,25,25,0.5,1.5,6.3718256835310525
10,25,25,0.5,1.5,10.28733313680319
10,25,25,0.5,1.5,8.652137096585614
10,25,25,0.5,1.5,11.75388922856102
10,25,25,0.5,1.5,6.3906545035155835
10,25,25,0.5,1.5,6.910752080871087
10,50,25,0.5,1.5,5.4604546195327455
10,50,25,0.5,1.5,5.087674958016068
10,50,25,0.5,1.5,7.258988162656243
10,50,25,0.5,1.5,9.575609745227743
10,50,25,0.5,1.5,6.898945634373868
10,50,25,0.5,1.5,7.639644554040963
10,50,25,0.5,1.5,8.296210320844496
10,50,25,0.5,1.5,7.617257628540925
10,50,25,0.5,1.5,11.027961824055163
10,50,25,0.5,1.5,6.379058320277811
10,100,25,0.5,1.5,5.653898111372405
10,100,25,0.5,1.5,6.062938102400734
10,100,25,0.5,1.5,6.431097631447935
10,100,25,0.5,1.5,7.30741492869489
10,100,25,0.5,1.5,4.9164068564881385
10,100,25,0.5,1.5,5.235147890771537
10,100,25,0.5,1.5,6.75528665385441
10,100,25,0.5,1.5,9.363675748061047
10,100,25,0.5,1.5,9.220000517858697
10,100,25,0.5,1.5,6.463743282286996
20,25,25,0.5,1.5,24.319180539469162
20,25,25,0.5,1.5,27.071864687729676
20,25,25,0.5,1.5,22.352526521682424
20,25,25,0.5,1.5,29.25479674000827
20,25,25,0.5,1.5,19.810514404600823
20,25,25,0.5,1.5,21.90512917131671
20,25,25,0.5,1.5,26.945422842569346
20,25,25,0.5,1.5,25.506760356739118
20,25,25,0.5,1.5,27.642652707880295
20,25,25,0.5,1.5,25.562625217624205
20,50,25,0.5,1.5,27.875987995883214
20,50,25,0.5,1.5,24.612956136922048
20,50,25,0.5,1.5,25.52989741126254
20,50,25,0.5,1.5,25.606637971456475
20,50,25,0.5,1.5,22.33581539620516
20,50,25,0.5,1.5,25.301958455936695
20,50,25,0.5,1.5,26.781113156745338
20,50,25,0.5,1.5,20.4313552336428
20,50,25,0.5,1.5,23.765228948622656
20,50,25,0.5,1.5,27.256817242562
20,100,25,0.5,1.5,22.22448607339221
20,100,25,0.5,1.5,22.00988110576421
20,100,25,0.5,1.5,20.055943343773823
20,100,25,0.5,1.5,19.26803238191456
20,100,25,0.5,1.5,19.686455323552376
20,100,25,0.5,1.5,21.076674450544242
20,100,25,0.5,1.5,25.01762052866192
20,100,25,0.5,1.5,22.282082524741945
20,100,25,0.5,1.5,22.44067950524647
20,100,25,0.5,1.5,17.379191761453672
30,25,25,0.5,1.5,44.82278973772388
30,25,25,0.5,1.5,42.685247421663924
30,25,25,0.5,1.5,35.85293876159182
30,25,25,0.5,1.5,41.92249942768816
30,25,25,0.5,1.5,39.355681298576584
30,25,25,0.5,1.5,41.2336465177754
30,25,25,0.5,1.5,44.41716718611708
30,25,25,0.5,1.5,47.91544923320739
30,25,25,0.5,1.5,45.82922726721725
30,25,25,0.5,1.5,43.10900334034811
30,50,25,0.5,1.5,40.66529037446979
30,50,25,0.5,1.5,42.12864991633718
30,50,25,0.5,1.5,36.97463111670813
30,50,25,0.5,1.5,36.13532923886482
30,50,25,0.5,1.5,47.79942902091915
30,50,25,0.5,1.5,39.483027812279296
30,50,25,0.5,1.5,42.95990091662562
30,50,25,0.5,1.5,45.22450966277233
30,50,25,0.5,1.5,37.63755562983109
30,50,25,0.5,1.5,44.25489542580225
30,100,25,0.5,1.5,44.76053991648059
30,100,25,0.5,1.5,39.244911442227455
30,100,25,0.5,1.5,37.71423521045271
30,100,25,0.5,1.5,40.33672681508966
30,100,25,0.5,1.5,43.05430090058189
30,100,25,0.5,1.5,42.78989316754175
30,100,25,0.5,1.5,44.84581982342545
30,100,25,0.5,1.5,32.78155370484459
30,100,25,0.5,1.5,41.86644055442108
30,100,25,0.5,1.5,36.247482023571926
40,25,25,0.5,1.5,65.78933786304472
40,25,25,0.5,1.5,63.94474820404326
40,25,25,0.5,1.5,71.27074160416208
40,25,25,0.5,1.5,64.47237834351655
40,25,25,0.5,1.5,63.99837624420149
40,25,25,0.5,1.5,69.84314782418565
40,25,25,0.5,1.5,59.04610061212839
40,25,25,0.5,1.5,69.54283761885547
40,25,25,0.5,1.5,63.60803241108286
40,25,25,0.5,1.5,66.05494068833279
40,50,25,0.5,1.5,48.70506504530999
40,50,25,0.5,1.5,69.6966587420743
40,50,25,0.5,1.5,67.82080287112335
40,50,25,0.5,1.5,61.13906694226229
40,50,25,0.5,1.5,61.802694289905055
40,50,25,0.5,1.5,64.8737097514123
40,50,25,0.5,1.5,66.49226177263571
40,50,25,0.5,1.5,59.88994087972095
40,50,25,0.5,1.5,68.97002258432396
40,50,25,0.5,1.5,67.40026698972221
40,100,25,0.5,1.5,56.7522788064508
40,100,25,0.5,1.5,65.2422755183976
40,100,25,0.5,1.5,55.98419356178208
40,100,25,0.5,1.5,58.45976339501913
40,100,25,0.5,1.5,51.54948916405907
40,100,25,0.5,1.5,63.630309938119225
40,100,25,0.5,1.5,54.6136629111434
40,100,25,0.5,1.5,58.799333068638084
40,100,25,0.5,1.5,58.97859393103359
40,100,25,0.5,1.5,53.389888928368755
50,25,25,0.5,1.5,86.43681654814229
50,25,25,0.5,1.5,79.05926416812933
50,25,25,0.5,1.5,75.28654469705633
50,25,25,0.5,1.5,83.3173075700552
50,25,25,0.5,1.5,84.72058675722941
50,25,25,0.5,1.5,84.24766468882872
50,25,25,0.5,1.5,81.16088795082888
50,25,25,0.5,1.5,97.72178336225068
50,25,25,0.5,1.5,76.27318196301701
50,25,25,0.5,1.5,95.65493867823419
50,50,25,0.5,1.5,73.72108541214219
50,50,25,0.5,1.5,76.13995279386704
50,50,25,0.5,1.5,78.47506240112827
50,50,25,0.5,1.5,81.42793359617292
50,50,25,0.5,1.5,76.1875934636739
50,50,25,0.5,1.5,82.48463621135124
50,50,25,0.5,1.5,81.02686946909829
50,50,25,0.5,1.5,87.91923933752082
50,50,25,0.5,1.5,88.07172499226196
50,50,25,0.5,1.5,72.1635275425785
50,100,25,0.5,1.5,84.77646278387449
50,100,25,0.5,1.5,70.14187013123494
50,100,25,0.5,1.5,74.77073449965528
50,100,25,0.5,1.5,76.78060264233862
50,100,25,0.5,1.5,81.40166314611737
50,100,25,0.5,1.5,86.59921462948797
50,100,25,0.5,1.5,82.13273277906515
50,100,25,0.5,1.5,84.55383539188857
50,100,25,0.5,1.5,77.5703349623969
50,100,25,0.5,1.5,67.0798246699464
10,25,25,0.9,1.0,10.055125708962622
10,25,25,0.9,1.0,8.360943447623221
10,25,25,0.9,1.0,10.383477297035295
10,25,25,0.9,1.0,8.64758319488017
10,25,25,0.9,1.0,12.364037957224724
10,25,25,0.9,1.0,9.415880171818406
10,25,25,0.9,1.0,7.20646919628637
10,25,25,0.9,1.0,13.83560497934392
10,25,25,0.9,1.0,8.877471203120885
10,25,25,0.9,1.0,8.87324629220275
10,50,25,0.9,1.0,7.470995594805846
10,50,25,0.9,1.0,11.75309957517073
10,50,25,0.9,1.0,7.304274699889989
10,50,25,0.9,1.0,12.019210058577931
10,50,25,0.9,1.0,8.784618493952106
10,50,25,0.9,1.0,9.829025134464462
10,50,25,0.9,1.0,10.836551633273002
10,50,25,0.9,1.0,9.703251990428814
10,50,25,0.9,1.0,8.682396085268659
10,50,25,0.9,1.0,7.919133033577527
10,100,25,0.9,1.0,10.317948875858123
10,100,25,0.9,1.0,6.253392002829156
10,100,25,0.9,1.0,8.284950275590997
10,100,25,0.9,1.0,8.367907096066741
10,100,25,0.9,1.0,9.000663709637628
10,100,25,0.9,1.0,4.622146180504237
10,100,25,0.9,1.0,9.716886674009586
10,100,25,0.9,1.0,9.82715656077511
10,100,25,0.9,1.0,9.026406114793108
10,100,25,0.9,1.0,7.86154442858991
20,25,25,0.9,1.0,23.994248136375035
20,25,25,0.9,1.0,31.594904238180877
20,25,25,0.9,1.0,27.83333752322374
20,25,25,0.9,1.0,31.14129239721387
20,25,25,0.9,1.0,26.195018250726452
20,25,25,0.9,1.0,31.407850660816298
20,25,25,0.9,1.0,31.838312858040187
20,25,25,0.9,1.0,27.211137412593693
20,25,25,0.9,1.0,25.837424864271426
20,25,25,0.9,1.0,28.996741402628288
20,50,25,0.9,1.0,23.491740326157938
20,50,25,0.9,1.0,35.606240641617724
20,50,25,0.9,1.0,21.588033051198103
20,50,25,0.9,1.0,27.748691138692916
20,50,25,0.9,1.0,31.4328221451041
20,50,25,0.9,1.0,22.38568545337449
20,50,25,0.9,1.0,24.228572642614324
20,50,25,0.9,1.0,23.06408475038069
20,50,25,0.9,1.0,25.832699002945198
20,50,25,0.9,1.0,22.522124510878275
20,100,25,0.9,1.0,24.9880772931946
20,100,25,0.9,1.0,23.67537099119751
20,100,25,0.9,1.0,24.759117855972892
20,100,25,0.9,1.0,20.42260610674362
20,100,25,0.9,1.0,26.00727732372266
20,100,25,0.9,1.0,27.40475089122526
20,100,25,0.9,1.0,28.085318998558826
20,100,25,0.9,1.0,26.67630036386046
20,100,25,0.9,1.0,23.731106491539382
20,100,25,0.9,1.0,26.717566899597895
30,25,25,0.9,1.0,59.19452321248614
30,25,25,0.9,1.0,45.420253434204
30,25,25,0.9,1.0,51.07837329467871
30,25,25,0.9,1.0,34.825856153881354
30,25,25,0.9,1.0,51.54836070593265
30,25,25,0.9,1.0,49.57495269984628
30,25,25,0.9,1.0,44.44690035889527
30,25,25,0.9,1.0,49.75816622997617
30,25,25,0.9,1.0,51.436516012802784
30,25,25,0.9,1.0,53.50744637234934
30,50,25,0.9,1.0,43.34069747113098
30,50,25,0.9,1.0,39.57198775021417
30,50,25,0.9,1.0,48.71822778590323
30,50,25,0.9,1.0,43.64768290686239
30,50,25,0.9,1.0,48.24856490836188
30,50,25,0.9,1.0,46.695871997339154
30,50,25,0.9,1.0,43.08398430633079
30,50,25,0.9,1.0,49.310644753515064
30,50,25,0.9,1.0,49.789956649793595
30,50,25,0.9,1.0,48.49280958912659
30,100,25,0.9,1.0,43.47276265427537
30,100,25,0.9,1.0,44.97438592182539
30,100,25,0.9,1.0,48.187050910981235
30,100,25,0.9,1.0,39.906844652746074
30,100,25,0.9,1.0,31.70775546738795
30,100,25,0.9,1.0,48.92409115054267
30,100,25,0.9,1.0,45.10372514435592
30,100,25,0.9,1.0,43.111302650198375
30,100,25,0.9,1.0,43.361439681645244
30,100,25,0.9,1.0,35.30599457973501
40,25,25,0.9,1.0,62.45868407816406
40,25,25,0.9,1.0,74.38736716091476
40,25,25,0.9,1.0,71.34226788174695
40,25,25,0.9,1.0,73.45263428748414
40,25,25,0.9,1.0,71.19414508741731
40,25,25,0.9,1.0,57.252742170844755
40,25,25,0.9,1.0,75.06779231147591
40,25,25,0.9,1.0,74.37043807795783
40,25,25,0.9,1.0,61.381548121692454
40,25,25,0.9,1.0,74.72910440834059
40,50,25,0.9,1.0,73.6263687899722
40,50,25,0.9,1.0,64.28182783197065
40,50,25,0.9,1.0,69.56098889909075
40,50,25,0.9,1.0,61.042241340878476
40,50,25,0.9,1.0,67.54707882074399
40,50,25,0.9,1.0,66.38488778853653
40,50,25,0.9,1.0,70.65687486400705
40,50,25,0.9,1.0,71.2930462835175
40,50,25,0.9,1.0,65.95107844221322
40,50,25,0.9,1.0,64.16434773346816
40,100,25,0.9,1.0,58.27441510552284
40,100,25,0.9,1.0,67.60024070001171
40,100,25,0.9,1.0,66.06356636362442
40,100,25,0.9,1.0,64.99824965642566
40,100,25,0.9,1.0,65.10382813783758
40,100,25,0.9,1.0,67.0038381039412
40,100,25,0.9,1.0,61.75466301662748
40,100,25,0.9,1.0,57.48291079452386
40,100,25,0.9,1.0,65.09619664797853
40,100,25,0.9,1.0,62.07210817405875
50,25,25,0.9,1.0,88.86353250626594
50,25,25,0.9,1.0,96.22072609804226
50,25,25,0.9,1.0,94.38804943660801
50,25,25,0.9,1.0,96.07223248943562
50,25,25,0.9,1.0,101.68442124087693
50,25,25,0.9,1.0,98.26197728387483
50,25,25,0.9,1.0,94.27543407545085
50,25,25,0.9,1.0,84.30276007974605
50,25,25,0.9,1.0,87.03546639800182
50,25,25,0.9,1.0,89.70719981989895
50,50,25,0.9,1.0,90.25808456287923
50,50,25,0.9,1.0,95.01020404162695
50,50,25,0.9,1.0,90.11311195580191
50,50,25,0.9,1.0,90.05768429479497
50,50,25,0.9,1.0,91.8135589836296
50,50,25,0.9,1.0,87.34465107933632
50,50,25,0.9,1.0,84.56470356664573
50,50,25,0.9,1.0,87.65076267197315
50,50,25,0.9,1.0,74.15599416455788
50,50,25,0.9,1.0,103.46335701410617
50,100,25,0.9,1.0,80.64074680685219
50,100,25,0.9,1.0,93.89203399295685
50,100,25,0.9,1.0,82.66043654766112
50,100,25,0.9,1.0,90.97927536991764
50,100,25,0.9,1.0,78.78792322078174
50,100,25,0.9,1.0,80.3056906511912
50,100,25,0.9,1.0,79.97187535904389
50,100,25,0.9,1.0,90.91750746719245
50,100,25,0.9,1.0,82.50012643196342
50,100,25,0.9,1.0,84.72474323390016
10,25,25,0.9,1.25,9.262789911979944
10,25,25,0.9,1.25,9.544467959618219
10,25,25,0.9,1.25,12.805276771302214
10,25,25,0.9,1.25,10.024369749640067
10,25,25,0.9,1.25,8.97773490631496
10,25,25,0.9,1.25,10.23645883626924
10,25,25,0.9,1.25,12.19215148991072
10,25,25,0.9,1.25,6.91687967119793
10,25,25,0.9,1.25,10.584819487026587
10,25,25,0.9,1.25,10.303438964923656
10,50,25,0.9,1.25,5.481142349262099
10,50,25,0.9,1.25,8.283418388483362
10,50,25,0.9,1.25,4.308069492441038
10,50,25,0.9,1.25,6.835662197111506
10,50,25,0.9,1.25,10.034196500504828
10,50,25,0.9,1.25,11.268074012060877
10,50,25,0.9,1.25,8.339641635551288
10,50,25,0.9,1.25,7.415459416746678
10,50,25,0.9,1.25,7.8617898937268915
10,50,25,0.9,1.25,8.52517906713875
10,100,25,0.9,1.25,8.433313552240142
10,100,25,0.9,1.25,6.878495526594038
10,100,25,0.9,1.25,6.238324796802361
10,100,25,0.9,1.25,9.079818835836278
10,100,25,0.9,1.25,9.872619768013722
10,100,25,0.9,1.25,6.958357829818779
10,100,25,0.9,1.25,4.898537631597883
10,100,25,0.9,1.25,6.070907701560725
10,100,25,0.9,1.25,11.051401080460323
10,100,25,0.9,1.25,8.107022760036514
20,25,25,0.9,1.25,25.494806766815483
20,25,25,0.9,1.25,26.02271907154865
20,25,25,0.9,1.25,26.350273892793005
20,25,25,0.9,1.25,30.488841985496588
20,25,25,0.9,1.25,28.602745234777142
20,25,25,0.9,1.25,23.961481483432905
20,25,25,0.9,1.25,34.18121470322527
20,25,25,0.9,1.25,26.799429230611786
20,25,25,0.9,1.25,26.99319728713729
20,25,25,0.9,1.25,31.141711302595148
20,50,25,0.9,1.25,26.78739674495149
20,50,25,0.9,1.25,23.473109138461204
20,50,25,0.9,1.25,23.24120868434358
20,50,25,0.9,1.25,21.285348784972847
20,50,25,0.9,1.25,18.201836796703557
20,50,25,0.9,1.25,24.34442967026311
20,50,25,0.9,1.25,27.659562407847364
20,50,25,0.9,1.25,25.62525075543268
20,50,25,0.9,1.25,23.496631466599432
20,50,25,0.9,1.25,26.45571330184917
20,100,25,0.9,1.25,27.396327689921247
20,100,25,0.9,1.25,19.544578779468292
20,100,25,0.9,1.25,25.736026446211632
20,100,25,0.9,1.25,25.172462905840238
20,100,25,0.9,1.25,25.815099106561686
20,100,25,0.9,1.25,22.3113055645798
20,100,25,0.9,1.25,20.010485030967935
20,100,25,0.9,1.25,23.750255655607944
20,100,25,0.9,1.25,26.947662546056296
20,100,25,0.9,1.25,27.51120791649288
30,25,25,0.9,1.25,54.21924780468558
30,25,25,0.9,1.25,52.53844009527469
30,25,25,0.9,1.25,45.68501840506324
30,25,25,0.9,1.25,48.91678434552558
30,25,25,0.9,1.25,54.88710189587237
30,25,25,0.9,1.25,46.81635971721507
30,25,25,0.9,1.25,42.48311818813407
30,25,25,0.9,1.25,54.926947451720956
30,25,25,0.9,1.25,47.993334141046546
30,25,25,0.9,1.25,44.500980963417746
30,50,25,0.9,1.25,43.98771826899215
30,50,25,0.9,1.25,46.87166011580872
30,50,25,0.9,1.25,40.31620688022066
30,50,25,0.9,1.25,41.92507342431728
30,50,25,0.9,1.25,48.11296744457396
30,50,25,0.9,1.25,52.77747786899746
30,50,25,0.9,1.25,43.27317366048142
30,50,25,0.9,1.25,47.11456279140906
30,50,25,0.9,1.25,46.87850747043112
30,50,25,0.9,1.25,55.81997358873001
30,100,25,0.9,1.25,49.3339777960303
30,100,25,0.9,1.25,45.81257989327511
30,100,25,0.9,1.25,38.77727676383506
30,100,25,0.9,1.25,49.14702377235269
30,100,25,0.9,1.25,43.22940388435286
30,100,25,0.9,1.25,38.376763667958194
30,100,25,0.9,1.25,43.64596476120363
30,100,25,0.9,1.25,40.726540452075135
30,100,25,0.9,1.25,43.03382332727348
30,100,25,0.9,1.25,40.010545156398486
40,25,25,0.9,1.25,64.04733749351121
40,25,25,0.9,1.25,71.77087642931347
40,25,25,0.9,1.25,68.8627121263444
40,25,25,0.9,1.25,51.80880912686638
40,25,25,0.9,1.25,72.09856916447978
40,25,25,0.9,1.25,71.18535076067792
40,25,25,0.9,1.25,72.17188744846517
40,25,25,0.9,1.25,73.2836305168241
40,25,25,0.9,1.25,72.86386916832974
40,25,25,0.9,1.25,62.68856356978133
40,50,25,0.9,1.25,71.61982376308117
40,50,25,0.9,1.25,66.96481350733661
40,50,25,0.9,1.25,54.67959754239425
40,50,25,0.9,1.25,61.45293751668312
40,50,25,0.9,1.25,63.37135162174875
40,50,25,0.9,1.25,67.56067194885516
40,50,25,0.9,1.25,71.52459238930909
40,50,25,0.9,1.25,66.53693989262842
40,50,25,0.9,1.25,70.10236829210504
40,50,25,0.9,1.25,62.24932009773061
40,100,25,0.9,1.25,64.92829335155177
40,100,25,0.9,1.25,69.52407903322225
40,100,25,0.9,1.25,57.71328400796477
40,100,25,0.9,1.25,62.17889395580954
40,100,25,0.9,1.25,61.012901126879974
40,100,25,0.9,1.25,58.83043531973803
40,100,25,0.9,1.25,61.98277402441342
40,100,25,0.9,1.25,61.97133909892618
40,100,25,0.9,1.25,65.04639904860719
40,100,25,0.9,1.25,66.02245880090274
50,25,25,0.9,1.25,89.71444595619347
50,25,25,0.9,1.25,88.64786565714448
50,25,25,0.9,1.25,77.15259615267443
50,25,25,0.9,1.25,94.99833588281521
50,25,25,0.9,1.25,85.68360295339559
50,25,25,0.9,1.25,106.14491099727113
50,25,25,0.9,1.25,100.71255939670644
50,25,25,0.9,1.25,86.90200599661566
50,25,25,0.9,1.25,99.31491717552447
50,25,25,0.9,1.25,92.9432886710494
50,50,25,0.9,1.25,92.83713150766046
50,50,25,0.9,1.25,92.39745226126192
50,50,25,0.9,1.25,105.73920653586524
50,50,25,0.9,1.25,79.78317193498408
50,50,25,0.9,1.25,96.59935704027694
50,50,25,0.9,1.25,85.15023156475351
50,50,25,0.9,1.25,84.22728416334309
50,50,25,0.9,1.25,81.35313214098254
50,50,25,0.9,1.25,80.40839021088104
50,50,25,0.9,1.25,91.69024509130782
50,100,25,0.9,1.25,89.89212532658
50,100,25,0.9,1.25,87.80072116004364
50,100,25,0.9,1.25,74.7525479265732
50,100,25,0.9,1.25,77.85152799677542
50,100,25,0.9,1.25,87.78601592655625
50,100,25,0.9,1.25,88.28253977365618
50,100,25,0.9,1.25,93.87015556621866
50,100,25,0.9,1.25,83.28528988884977
50,100,25,0.9,1.25,73.9449013040836
50,100,25,0.9,1.25,83.90514254103465
10,25,25,0.9,1.5,10.539625614757597
10,25,25,0.9,1.5,9.749641310285337
10,25,25,0.9,1.5,7.273077198043151
10,25,25,0.9,1.5,11.50073422243931
10,25,25,0.9,1.5,7.738353477342757
10,25,25,0.9,1.5,6.775267455147337
10,25,25,0.9,1.5,9.815078854979072
10,25,25,0.9,1.5,7.360628264291981
10,25,25,0.9,1.5,11.418182539157234
10,25,25,0.9,1.5,11.617216660667818
10,50,25,0.9,1.5,6.620715685739655
10,50,25,0.9,1.5,9.866479761466609
10,50,25,0.9,1.5,8.394826751119455
10,50,25,0.9,1.5,6.753604809158561
10,50,25,0.9,1.5,6.243265438089385
10,50,25,0.9,1.5,9.440156510565515
10,50,25,0.9,1.5,8.620142778226919
10,50,25,0.9,1.5,8.42122335056414
10,50,25,0.9,1.5,6.406883219558408
10,50,25,0.9,1.5,6.837435962633491
10,100,25,0.9,1.5,8.265398799360968
10,100,25,0.9,1.5,9.530004747622616
10,100,25,0.9,1.5,6.034116246818571
10,100,25,0.9,1.5,7.582394835443466
10,100,25,0.9,1.5,6.814977569826965
10,100,25,0.9,1.5,7.0517648481465365
10,100,25,0.9,1.5,8.198870914447339
10,100,25,0.9,1.5,5.9362188962546885
10,100,25,0.9,1.5,7.25913253232277
10,100,25,0.9,1.5,4.232091655704985
20,25,25,0.9,1.5,30.540709397673705
20,25,25,0.9,1.5,32.29410987467395
20,25,25,0.9,1.5,30.32282513137946
20,25,25,0.9,1.5,28.425310548040528
20,25,25,0.9,1.5,26.90957457210033
20,25,25,0.9,1.5,27.205175651925373
20,25,25,0.9,1.5,28.818617892068275
20,25,25,0.9,1.5,26.742209179519005
20,25,25,0.9,1.5,29.958339440964057
20,25,25,0.9,1.5,29.134798639830546
20,50,25,0.9,1.5,24.953196316038227
20,50,25,0.9,1.5,23.93307788189756
20,50,25,0.9,1.5,24.910913392148547
20,50,25,0.9,1.5,27.246779148589447
20,50,25,0.9,1.5,28.507953263014098
20,50,25,0.9,1.5,20.975506761645413
20,50,25,0.9,1.5,17.146467634046196
20,50,25,0.9,1.5,23.368570456508866
20,50,25,0.9,1.5,27.23984683931574
20,50,25,0.9,1.5,24.564165096333966
20,100,25,0.9,1.5,25.08474086054652
20,100,25,0.9,1.5,26.669831025972098
20,100,25,0.9,1.5,24.56349714675365
20,100,25,0.9,1.5,18.88640192737657
20,100,25,0.9,1.5,22.944403970421384
20,100,25,0.9,1.5,26.13030894695488
20,100,25,0.9,1.5,22.37270763638502
20,100,25,0.9,1.5,26.71724180478153
20,100,25,0.9,1.5,29.352678593424226
20,100,25,0.9,1.5,28.228522619272496
30,25,25,0.9,1.5,46.54092932184051
30,25,25,0.9,1.5,42.226835050362205
30,25,25,0.9,1.5,35.975777151926515
30,25,25,0.9,1.5,49.73501401484562
