dimensao,qtdParticulas,iteracoes,fatorDiversidade,cognitivo_socialFatores,profit
50,25,25,0.1,1.0,70.55827222868596
50,50,25,0.1,1.0,74.5822149944827
50,50,25,0.1,1.0,85.29430292718574
50,50,25,0.1,1.0,65.62468485258064
50,50,25,0.1,1.0,82.83547864905253
50,50,25,0.1,1.0,73.74900001838917
50,50,25,0.1,1.0,73.72648853124959
50,50,25,0.1,1.0,71.1858098472457
50,50,25,0.1,1.0,66.89948052527802
50,50,25,0.1,1.0,81.07159781207501
50,50,25,0.1,1.0,56.68054364833
50,100,25,0.1,1.0,67.61612011962735
50,100,25,0.1,1.0,76.60366151988045
50,100,25,0.1,1.0,79.44291145262046
50,100,25,0.1,1.0,72.40549556724561
50,100,25,0.1,1.0,82.7234642404845
50,100,25,0.1,1.0,83.30880747053584
50,100,25,0.1,1.0,69.17074820265881
50,100,25,0.1,1.0,72.7597171286784
50,100,25,0.1,1.0,71.90248869807952
50,100,25,0.1,1.0,63.99227677824633
10,25,25,0.1,1.25,9.465314652138357
10,25,25,0.1,1.25,9.01241713949018
10,25,25,0.1,1.25,8.855311001755702
10,25,25,0.1,1.25,9.896754262644345
10,25,25,0.1,1.25,7.0362288116501635
10,25,25,0.1,1.25,6.362786380529616
10,25,25,0.1,1.25,6.955473233505712
10,25,25,0.1,1.25,4.651681438693249
10,25,25,0.1,1.25,7.977437673829514
10,25,25,0.1,1.25,8.328071406263753
10,50,25,0.1,1.25,8.384063334963543
10,50,25,0.1,1.25,5.925548087223006
10,50,25,0.1,1.25,8.092274231056763
10,50,25,0.1,1.25,5.1734338631552745
10,50,25,0.1,1.25,7.011554806280513
10,50,25,0.1,1.25,7.4974399925212705
10,50,25,0.1,1.25,6.586027653025997
10,50,25,0.1,1.25,7.306293189549893
10,50,25,0.1,1.25,6.086675271846262
10,50,25,0.1,1.25,6.129710115231925
10,100,25,0.1,1.25,7.240137437833561
10,100,25,0.1,1.25,5.280504781711372
10,100,25,0.1,1.25,6.515319754951516
10,100,25,0.1,1.25,7.156121324136359
10,100,25,0.1,1.25,8.00199259969341
10,100,25,0.1,1.25,6.03009526305149
10,100,25,0.1,1.25,6.177057014019028
10,100,25,0.1,1.25,5.4664313534291935
10,100,25,0.1,1.25,8.241210648054754
10,100,25,0.1,1.25,5.8720785213437505
20,25,25,0.1,1.25,28.778027234099323
20,25,25,0.1,1.25,18.798957498496144
20,25,25,0.1,1.25,20.3832005608306
20,25,25,0.1,1.25,16.7818692215301
20,25,25,0.1,1.25,22.41661361312805
20,25,25,0.1,1.25,23.18264589688163
20,25,25,0.1,1.25,24.831238043271544
20,25,25,0.1,1.25,30.64688481977757
20,25,25,0.1,1.25,21.986349840866072
20,25,25,0.1,1.25,24.54489315526988
20,50,25,0.1,1.25,20.55076673511647
20,50,25,0.1,1.25,22.29760835505621
20,50,25,0.1,1.25,24.153289419647724
20,50,25,0.1,1.25,17.668347034409226
20,50,25,0.1,1.25,17.09096119829379
20,50,25,0.1,1.25,19.725541826096713
20,50,25,0.1,1.25,19.246519661783196
20,50,25,0.1,1.25,18.255558285894274
20,50,25,0.1,1.25,19.497980666048573
20,50,25,0.1,1.25,24.868904899181246
20,100,25,0.1,1.25,18.585593610273076
20,100,25,0.1,1.25,21.885065076581366
20,100,25,0.1,1.25,25.40184521532698
20,100,25,0.1,1.25,19.462711004340473
20,100,25,0.1,1.25,21.41618046236013
20,100,25,0.1,1.25,18.856716595489186
20,100,25,0.1,1.25,20.463903623272927
20,100,25,0.1,1.25,19.026036966792702
20,100,25,0.1,1.25,23.90679739654259
20,100,25,0.1,1.25,19.093451773193994
30,25,25,0.1,1.25,42.22238839383487
30,25,25,0.1,1.25,34.12367684559139
30,25,25,0.1,1.25,36.7992307922997
30,25,25,0.1,1.25,41.443596366361646
30,25,25,0.1,1.25,44.730034647735465
30,25,25,0.1,1.25,46.71474840328986
30,25,25,0.1,1.25,37.64603836214361
30,25,25,0.1,1.25,45.303285227277094
30,25,25,0.1,1.25,37.175746509948645
30,25,25,0.1,1.25,43.169301971406426
30,50,25,0.1,1.25,37.0829280586787
30,50,25,0.1,1.25,35.906331555265915
30,50,25,0.1,1.25,40.40535123827242
30,50,25,0.1,1.25,41.802897539374264
30,50,25,0.1,1.25,40.34248821469028
30,50,25,0.1,1.25,36.79462857370834
30,50,25,0.1,1.25,39.25122394938887
30,50,25,0.1,1.25,36.94433376495129
30,50,25,0.1,1.25,38.37417734334267
30,50,25,0.1,1.25,43.47793504689517
30,100,25,0.1,1.25,28.609566319773894
30,100,25,0.1,1.25,38.2096336584061
30,100,25,0.1,1.25,39.16555166792108
30,100,25,0.1,1.25,37.68672537496296
30,100,25,0.1,1.25,30.02844770032622
30,100,25,0.1,1.25,40.12018188602183
30,100,25,0.1,1.25,41.79612276794786
30,100,25,0.1,1.25,39.30925112401971
30,100,25,0.1,1.25,37.78048672153205
30,100,25,0.1,1.25,39.7592439139648
40,25,25,0.1,1.25,61.990367840559585
40,25,25,0.1,1.25,48.56257914315922
40,25,25,0.1,1.25,63.94257689464802
40,25,25,0.1,1.25,40.75890057069462
40,25,25,0.1,1.25,48.81769978287403
40,25,25,0.1,1.25,52.67737813426162
40,25,25,0.1,1.25,61.581939075244996
40,25,25,0.1,1.25,64.8040326297187
40,25,25,0.1,1.25,61.94347447933576
40,25,25,0.1,1.25,59.71694859143124
40,50,25,0.1,1.25,62.35486062619204
40,50,25,0.1,1.25,48.149045746132856
40,50,25,0.1,1.25,57.58515500662187
40,50,25,0.1,1.25,57.50709008903263
40,50,25,0.1,1.25,45.17282323236165
40,50,25,0.1,1.25,50.868441778071265
40,50,25,0.1,1.25,61.662909395624986
40,50,25,0.1,1.25,67.89905746281671
40,50,25,0.1,1.25,62.61298443486483
40,50,25,0.1,1.25,53.814902475868664
40,100,25,0.1,1.25,59.15534513099638
40,100,25,0.1,1.25,57.74115117598572
40,100,25,0.1,1.25,55.45089324458234
40,100,25,0.1,1.25,57.33794457884816
40,100,25,0.1,1.25,49.90855924031035
40,100,25,0.1,1.25,52.87807640361102
40,100,25,0.1,1.25,60.433103132573656
40,100,25,0.1,1.25,53.564817562908516
40,100,25,0.1,1.25,50.103930061082984
40,100,25,0.1,1.25,57.72006926531429
50,25,25,0.1,1.25,84.70608050554125
50,25,25,0.1,1.25,74.52724155251877
50,25,25,0.1,1.25,84.52517867025314
50,25,25,0.1,1.25,81.04956621820305
50,25,25,0.1,1.25,71.18017796408192
50,25,25,0.1,1.25,86.7594238835842
50,25,25,0.1,1.25,90.37031921274465
50,25,25,0.1,1.25,82.41361524892073
50,25,25,0.1,1.25,75.307825226923
50,25,25,0.1,1.25,77.40449789875193
50,50,25,0.1,1.25,82.49979218191412
50,50,25,0.1,1.25,75.44941869797096
50,50,25,0.1,1.25,69.11716866507054
50,50,25,0.1,1.25,81.67005954248994
50,50,25,0.1,1.25,67.06087736977601
50,50,25,0.1,1.25,78.66227337843286
50,50,25,0.1,1.25,70.83730940626828
50,50,25,0.1,1.25,72.81788093434564
50,50,25,0.1,1.25,76.60314269056663
50,50,25,0.1,1.25,76.33221670337159
50,100,25,0.1,1.25,78.74074275156082
50,100,25,0.1,1.25,80.08275136607918
50,100,25,0.1,1.25,76.73298011948869
50,100,25,0.1,1.25,66.67561379764723
50,100,25,0.1,1.25,72.3585582588978
50,100,25,0.1,1.25,79.50436695113376
50,100,25,0.1,1.25,73.08583521649008
50,100,25,0.1,1.25,69.89351152264712
50,100,25,0.1,1.25,77.76194240388664
50,100,25,0.1,1.25,74.1944979917858
10,25,25,0.1,1.5,6.753101823587458
10,25,25,0.1,1.5,8.761636406453215
10,25,25,0.1,1.5,5.852271717763976
10,25,25,0.1,1.5,6.407503255535248
10,25,25,0.1,1.5,10.880084433904848
10,25,25,0.1,1.5,6.048140555486265
10,25,25,0.1,1.5,7.77523153358238
10,25,25,0.1,1.5,4.763049333442386
10,25,25,0.1,1.5,6.590463800204098
10,25,25,0.1,1.5,7.103708504436187
10,50,25,0.1,1.5,5.658584527506295
10,50,25,0.1,1.5,5.906675641950786
10,50,25,0.1,1.5,7.799464905713655
10,50,25,0.1,1.5,7.605873374006584
10,50,25,0.1,1.5,7.775689513195127
10,50,25,0.1,1.5,7.3147161697807945
10,50,25,0.1,1.5,6.351815424215736
10,50,25,0.1,1.5,8.104076323211855
10,50,25,0.1,1.5,3.9710024535953856
10,50,25,0.1,1.5,5.961687124815505
10,100,25,0.1,1.5,7.009572762355844
10,100,25,0.1,1.5,7.133582517004102
10,100,25,0.1,1.5,5.480210166110484
10,100,25,0.1,1.5,5.879465413332681
10,100,25,0.1,1.5,3.961284407823192
10,100,25,0.1,1.5,5.5130241514330285
10,100,25,0.1,1.5,5.243680057704814
10,100,25,0.1,1.5,6.2749205584005905
10,100,25,0.1,1.5,6.922796414373603
10,100,25,0.1,1.5,7.587659924164023
20,25,25,0.1,1.5,26.848995993257983
20,25,25,0.1,1.5,27.286841997294147
20,25,25,0.1,1.5,23.975878351111618
20,25,25,0.1,1.5,29.101374603003713
20,25,25,0.1,1.5,20.66377607078965
20,25,25,0.1,1.5,11.365306127528298
20,25,25,0.1,1.5,25.316788533815448
20,25,25,0.1,1.5,25.522601038790313
20,25,25,0.1,1.5,23.10315805383857
20,25,25,0.1,1.5,22.84610132629288
20,50,25,0.1,1.5,15.789194096025442
20,50,25,0.1,1.5,20.89548355454889
20,50,25,0.1,1.5,24.853862429703536
20,50,25,0.1,1.5,23.63577667029731
20,50,25,0.1,1.5,22.782990344251626
20,50,25,0.1,1.5,21.956906830866213
20,50,25,0.1,1.5,18.965705878777076
20,50,25,0.1,1.5,24.702836279311626
20,50,25,0.1,1.5,21.971822996050655
20,50,25,0.1,1.5,20.57541816720267
20,100,25,0.1,1.5,22.899014774700127
20,100,25,0.1,1.5,19.254275981595843
20,100,25,0.1,1.5,17.351743194004314
20,100,25,0.1,1.5,16.8582425395933
20,100,25,0.1,1.5,19.579764100355458
20,100,25,0.1,1.5,17.969507737882594
20,100,25,0.1,1.5,18.14306705138973
20,100,25,0.1,1.5,22.750502759884714
20,100,25,0.1,1.5,17.048793754996634
20,100,25,0.1,1.5,23.194523312377118
30,25,25,0.1,1.5,48.22258841451533
30,25,25,0.1,1.5,45.68005158085169
30,25,25,0.1,1.5,42.19283925838326
30,25,25,0.1,1.5,43.692464837326895
30,25,25,0.1,1.5,38.83712182952009
30,25,25,0.1,1.5,42.07809996596929
30,25,25,0.1,1.5,45.06404291198994
30,25,25,0.1,1.5,32.4275577678991
30,25,25,0.1,1.5,41.65480010389447
30,25,25,0.1,1.5,45.14401042764141
30,50,25,0.1,1.5,41.982789680017774
30,50,25,0.1,1.5,39.10709119571726
30,50,25,0.1,1.5,42.470184177443066
30,50,25,0.1,1.5,47.62714536956035
30,50,25,0.1,1.5,36.354999896201655
30,50,25,0.1,1.5,39.31849065325382
30,50,25,0.1,1.5,42.20246050278033
30,50,25,0.1,1.5,32.493831167996085
30,50,25,0.1,1.5,33.40037722500721
30,50,25,0.1,1.5,38.07042169316332
30,100,25,0.1,1.5,35.69682652405659
30,100,25,0.1,1.5,37.45430773747331
30,100,25,0.1,1.5,32.277479596941575
30,100,25,0.1,1.5,33.130726339841466
30,100,25,0.1,1.5,39.022282259624234
30,100,25,0.1,1.5,40.280734052831384
30,100,25,0.1,1.5,37.139348652408835
30,100,25,0.1,1.5,34.04538569672009
30,100,25,0.1,1.5,44.85168624570038
30,100,25,0.1,1.5,37.78077542008436
40,25,25,0.1,1.5,57.87542663382339
40,25,25,0.1,1.5,64.69585991302168
40,25,25,0.1,1.5,67.07288537224164
40,25,25,0.1,1.5,47.68126796591668
40,25,25,0.1,1.5,61.39628552572691
40,25,25,0.1,1.5,63.1878371563291
40,25,25,0.1,1.5,59.51603271859794
40,25,25,0.1,1.5,67.28188489473955
40,25,25,0.1,1.5,63.67216046718391
40,25,25,0.1,1.5,60.91538226790407
40,50,25,0.1,1.5,66.75344616717256
40,50,25,0.1,1.5,64.43205598754811
40,50,25,0.1,1.5,45.34119309008988
40,50,25,0.1,1.5,60.21924512210322
40,50,25,0.1,1.5,43.86897282308386
40,50,25,0.1,1.5,56.2229932546603
40,50,25,0.1,1.5,51.762390467555434
40,50,25,0.1,1.5,55.50051284202495
40,50,25,0.1,1.5,61.106232540880896
40,50,25,0.1,1.5,64.2122871536783
40,100,25,0.1,1.5,54.992274408724384
40,100,25,0.1,1.5,49.798212971208315
40,100,25,0.1,1.5,56.2471598470393
40,100,25,0.1,1.5,62.17511393029294
40,100,25,0.1,1.5,51.90503446966396
40,100,25,0.1,1.5,57.08287563728953
40,100,25,0.1,1.5,58.971932778200376
40,100,25,0.1,1.5,63.30845138190465
40,100,25,0.1,1.5,54.72096778905429
40,100,25,0.1,1.5,47.65545372747926
50,25,25,0.1,1.5,73.63779780598333
50,25,25,0.1,1.5,90.00922044169407
50,25,25,0.1,1.5,78.85264434171334
50,25,25,0.1,1.5,86.86861351760861
50,25,25,0.1,1.5,71.52230658137613
50,25,25,0.1,1.5,87.15145108526596
50,25,25,0.1,1.5,75.86226518333545
50,25,25,0.1,1.5,85.10409564130161
50,25,25,0.1,1.5,84.69231543557692
50,25,25,0.1,1.5,84.32336113807963
50,50,25,0.1,1.5,67.24594514457497
50,50,25,0.1,1.5,77.96219029687867
50,50,25,0.1,1.5,78.98192042428936
50,50,25,0.1,1.5,71.58960408819988
50,50,25,0.1,1.5,76.69914713509395
50,50,25,0.1,1.5,67.57454413860829
50,50,25,0.1,1.5,71.5103348019122
50,50,25,0.1,1.5,83.65223824092477
50,50,25,0.1,1.5,78.87075143430481
50,50,25,0.1,1.5,75.59269533938387
50,100,25,0.1,1.5,77.44793024545147
50,100,25,0.1,1.5,75.76398703996243
50,100,25,0.1,1.5,71.81410334351153
50,100,25,0.1,1.5,64.88683113437725
50,100,25,0.1,1.5,71.20207130598037
50,100,25,0.1,1.5,80.23360350304739
50,100,25,0.1,1.5,76.35221009171109
50,100,25,0.1,1.5,73.82564639157744
50,100,25,0.1,1.5,67.60184854067668
50,100,25,0.1,1.5,70.2949712144524
10,25,25,0.5,1.0,8.488784364970874
10,25,25,0.5,1.0,9.804918284835788
10,25,25,0.5,1.0,10.196308650496233
10,25,25,0.5,1.0,6.935389098619009
10,25,25,0.5,1.0,8.618258280657535
10,25,25,0.5,1.0,5.100518133525809
10,25,25,0.5,1.0,8.566281132527482
10,25,25,0.5,1.0,8.192569719630233
10,25,25,0.5,1.0,9.399930671469193
10,25,25,0.5,1.0,6.84462889859675
10,50,25,0.5,1.0,6.919356237145268
10,50,25,0.5,1.0,10.393372265814385
10,50,25,0.5,1.0,11.252960683844416
10,50,25,0.5,1.0,13.387687827505575
10,50,25,0.5,1.0,7.138465040460966
10,50,25,0.5,1.0,9.218811619912206
10,50,25,0.5,1.0,8.125430955365209
10,50,25,0.5,1.0,9.168756352265271
10,50,25,0.5,1.0,9.46272795635748
10,50,25,0.5,1.0,13.956200527995318
10,100,25,0.5,1.0,5.170985151557784
10,100,25,0.5,1.0,8.064512806520476
10,100,25,0.5,1.0,7.576250380719074
10,100,25,0.5,1.0,5.0621506673564385
10,100,25,0.5,1.0,9.629511907094516
10,100,25,0.5,1.0,6.019637271935614
10,100,25,0.5,1.0,8.937671068667544
10,100,25,0.5,1.0,6.616227504803058
10,100,25,0.5,1.0,8.022079472679476
10,100,25,0.5,1.0,9.352461331578702
20,25,25,0.5,1.0,26.47071669131056
20,25,25,0.5,1.0,20.796577351023068
20,25,25,0.5,1.0,26.004176939937672
20,25,25,0.5,1.0,25.049219943337363
20,25,25,0.5,1.0,29.525934725276983
20,25,25,0.5,1.0,28.659424086518605
20,25,25,0.5,1.0,26.805075988375688
20,25,25,0.5,1.0,26.174116725225556
20,25,25,0.5,1.0,26.64899770686867
20,25,25,0.5,1.0,22.39308611148377
20,50,25,0.5,1.0,19.559801605308607
20,50,25,0.5,1.0,27.221302471866462
20,50,25,0.5,1.0,24.13922124890294
20,50,25,0.5,1.0,22.60433698546141
20,50,25,0.5,1.0,21.23820670313822
20,50,25,0.5,1.0,29.429781520967392
20,50,25,0.5,1.0,27.696869848140796
20,50,25,0.5,1.0,24.940192576079262
20,50,25,0.5,1.0,27.373178806863642
20,50,25,0.5,1.0,23.772284396108326
20,100,25,0.5,1.0,23.419683660738713
20,100,25,0.5,1.0,25.873528768265224
20,100,25,0.5,1.0,20.003656880194924
20,100,25,0.5,1.0,21.13269821050496
20,100,25,0.5,1.0,26.047156539527617
20,100,25,0.5,1.0,24.317044525375614
20,100,25,0.5,1.0,29.986386684255866
20,100,25,0.5,1.0,20.81817511768668
20,100,25,0.5,1.0,26.736672032234377
20,100,25,0.5,1.0,21.649057169371513
30,25,25,0.5,1.0,49.675588056885545
30,25,25,0.5,1.0,42.10948360440135
30,25,25,0.5,1.0,49.83654195358853
30,25,25,0.5,1.0,47.91465909231443
30,25,25,0.5,1.0,42.703837244019056
30,25,25,0.5,1.0,47.12831133077231
30,25,25,0.5,1.0,44.46655122303498
30,25,25,0.5,1.0,46.35989141036787
30,25,25,0.5,1.0,55.59341096960045
30,25,25,0.5,1.0,41.54977755476276
30,50,25,0.5,1.0,37.56517793742145
30,50,25,0.5,1.0,34.55179158698968
30,50,25,0.5,1.0,46.33802951306607
30,50,25,0.5,1.0,38.745355540749436
30,50,25,0.5,1.0,41.36460399811763
30,50,25,0.5,1.0,48.939122902718786
30,50,25,0.5,1.0,43.40206205598231
30,50,25,0.5,1.0,47.30218463436441
30,50,25,0.5,1.0,46.39341162978392
30,50,25,0.5,1.0,46.171522205429625
30,100,25,0.5,1.0,37.08364562610757
30,100,25,0.5,1.0,35.916267724122974
30,100,25,0.5,1.0,39.12062434646919
30,100,25,0.5,1.0,42.66828754410734
30,100,25,0.5,1.0,42.5419923320028
30,100,25,0.5,1.0,43.17722607423168
30,100,25,0.5,1.0,44.377099148941696
30,100,25,0.5,1.0,39.120985282120614
30,100,25,0.5,1.0,37.24698946208102
30,100,25,0.5,1.0,43.004583600863064
40,25,25,0.5,1.0,56.310992364129504
40,25,25,0.5,1.0,60.95461294138055
40,25,25,0.5,1.0,62.77501704114138
40,25,25,0.5,1.0,72.9693989974804
40,25,25,0.5,1.0,63.508262643661155
40,25,25,0.5,1.0,51.867325902324154
40,25,25,0.5,1.0,66.99555935792597
40,25,25,0.5,1.0,68.21658056100925
40,25,25,0.5,1.0,61.63589471688388
40,25,25,0.5,1.0,72.21675475344637
40,50,25,0.5,1.0,67.69420543970126
40,50,25,0.5,1.0,74.06881880667655
40,50,25,0.5,1.0,66.94217917497029
40,50,25,0.5,1.0,61.125507941714986
40,50,25,0.5,1.0,65.3316251290606
40,50,25,0.5,1.0,65.36903000199894
40,50,25,0.5,1.0,65.53118815543935
40,50,25,0.5,1.0,67.02640501864192
40,50,25,0.5,1.0,61.091739428697664
40,50,25,0.5,1.0,65.9380374802441
40,100,25,0.5,1.0,59.28093919527096
40,100,25,0.5,1.0,57.1560087404947
40,100,25,0.5,1.0,66.49172247979597
40,100,25,0.5,1.0,57.84228887301732
40,100,25,0.5,1.0,62.299664048817135
40,100,25,0.5,1.0,51.418481409554424
40,100,25,0.5,1.0,53.87573090024087
40,100,25,0.5,1.0,59.445793536419096
40,100,25,0.5,1.0,58.54981952461174
40,100,25,0.5,1.0,61.57359841448907
50,25,25,0.5,1.0,89.08646686101766
50,25,25,0.5,1.0,82.65039661713757
50,25,25,0.5,1.0,91.6500000941807
50,25,25,0.5,1.0,97.82763249851179
50,25,25,0.5,1.0,94.71707906833988
50,25,25,0.5,1.0,88.7249916380948
50,25,25,0.5,1.0,80.76673955403098
50,25,25,0.5,1.0,85.02925645034983
50,25,25,0.5,1.0,78.03332967583005
50,25,25,0.5,1.0,89.77401595411747
50,50,25,0.5,1.0,84.92000121212838
50,50,25,0.5,1.0,82.91906600015813
50,50,25,0.5,1.0,85.41110476085287
50,50,25,0.5,1.0,82.49208306836871
50,50,25,0.5,1.0,81.49615784320842
50,50,25,0.5,1.0,71.17734220630948
50,50,25,0.5,1.0,75.91657462532523
50,50,25,0.5,1.0,83.3807510818748
50,50,25,0.5,1.0,84.47445250468289
50,50,25,0.5,1.0,77.41790414323214
50,100,25,0.5,1.0,80.08565569940973
50,100,25,0.5,1.0,70.34313934470333
50,100,25,0.5,1.0,83.11022596587023
50,100,25,0.5,1.0,80.36682131275913
50,100,25,0.5,1.0,78.1116321065517
50,100,25,0.5,1.0,89.07836050324039
50,100,25,0.5,1.0,80.34442008025418
50,100,25,0.5,1.0,70.27124096325235
50,100,25,0.5,1.0,83.34743863022757
50,100,25,0.5,1.0,73.33053240885958
10,25,25,0.5,1.25,10.342974631094144
10,25,25,0.5,1.25,11.201691495138153
10,25,25,0.5,1.25,10.281014596899066
10,25,25,0.5,1.25,8.160359888877405
10,25,25,0.5,1.25,10.698337227761217
10,25,25,0.5,1.25,8.464891251371487
10,25,25,0.5,1.25,8.635088572178953
10,25,25,0.5,1.25,7.282756694362868
10,25,25,0.5,1.25,10.572784943682372
10,25,25,0.5,1.25,10.276967505127288
10,50,25,0.5,1.25,6.135039622951776
10,50,25,0.5,1.25,8.277704473454321
10,50,25,0.5,1.25,8.877868907829273
10,50,25,0.5,1.25,5.059253714719755
10,50,25,0.5,1.25,9.86947222988291
10,50,25,0.5,1.25,7.956112276109522
10,50,25,0.5,1.25,7.875840744334711
10,50,25,0.5,1.25,8.473143265840335
10,50,25,0.5,1.25,7.727729049006781
10,50,25,0.5,1.25,8.100548625294207
10,100,25,0.5,1.25,7.2511836031041295
10,100,25,0.5,1.25,9.10426218323207
10,100,25,0.5,1.25,8.659539471070156
10,100,25,0.5,1.25,6.574823608233915
10,100,25,0.5,1.25,8.376816211889345
10,100,25,0.5,1.25,6.710407463793488
10,100,25,0.5,1.25,7.933805692307123
10,100,25,0.5,1.25,6.499497073902778
10,100,25,0.5,1.25,4.926392722249855
10,100,25,0.5,1.25,7.763240684965446
