,Media,Desvio,Melhor Fitness
1,0.3350852347127881,0.08137904498468901,0.2792394960224347
2,6.822593763657307e-10,5.672249798261439e-10,1.4973311479593576e-10
3,0.07971919805076066,0.4343024964757966,0.004116837488546299
4,3.115344475837571e-08,1.3514727207140875e-08,1.1217686779474434e-08
5,0.06294357257056421,0.3686680369059281,1.2587460407331719e-08
6,0.032424137513840205,0.2953979443946487,2.7103697064490007e-10
7,0.013119176997523787,0.08400370767397629,6.348845893455746e-10
8,0.10223471460004799,0.48792777091164585,6.084450401733221e-06
9,5.742247444927183e-06,2.8040195236257883e-06,1.5906465304915685e-06
10,4.4543185210474836e-08,4.752780179220531e-08,1.5419811649763915e-08
11,0.10986196561895949,0.46117970162785393,4.90197873848075e-07
12,3.2728888382529303e-11,6.175643998041778e-11,4.295674926879656e-12
