,Media,Desvio,Melhor Fitness
1,0.2641342096642316,0.8034155887247021,0.008765189035571996
2,0.5138686566672948,1.0069746200985998,4.544364884395691e-12
3,0.35629571338496147,0.9333529259609287,0.014109187119402566
4,0.5554781369318373,1.0236713837337528,0.030247977330017495
5,0.2694489175299406,0.8245271799912525,5.102140931967369e-12
6,0.3353123011561668,0.8597121485283764,2.137992005657452e-10
7,0.27791698021373085,0.835986846445528,1.1813217071221516e-11
8,0.46273626816817126,1.082394261391844,7.578795369056479e-10
9,0.13016126435696773,0.531135785168387,2.9022162451042277e-10
10,0.6017735619648225,1.1578863867768259,5.033884420413415e-11
11,0.5414629537088491,1.0977820168486325,1.2072565169773952e-11
12,0.31172448555521826,0.8047765522066219,3.097655465467142e-11
