,Media,Desvio,Melhor Fitness
1,0.4807963050784149,1.096459233165383,8.983871868650795e-09
2,0.4038582053048014,1.0146701215824128,1.3538756782338623e-09
3,0.3869971741751694,0.9230897973296953,1.0074263645520887e-08
4,0.4284728621165198,1.0070071025650478,8.523004524363387e-11
5,0.3910000837279491,0.9844866208216244,4.823208499260545e-11
6,0.5054905765932962,1.0912975819364639,3.62892382810287e-10
7,0.2973955648935664,0.8679154675001107,1.262323578998803e-11
8,0.5122853355127909,1.0329233885069342,1.5055349411596808e-08
9,0.3216205026394405,0.9484647083024773,1.030186824735324e-08
10,0.43787352382822997,0.9378222453193683,0.004969396500588363
11,0.5212114768135601,1.0899507684799832,8.33080271434028e-11
12,0.2571585201822356,0.8140466238654657,5.579470219174709e-10
