,Media,Desvio,Melhor Fitness
1,0.47798939009587615,1.1148320460236456,4.440892098500626e-16
2,0.4638589443234829,0.9472059058210954,0.07607268637254849
3,0.6922178462622354,1.2198461841405797,3.604684093438948e-07
4,0.057997307152713166,0.2899865357635623,4.440892098500626e-16
5,0.6225131656606038,1.153932518284254,2.4233948181517917e-12
6,0.25721860808051705,0.8441337586563681,4.296681455073781e-08
7,0.44134935453786234,0.9569022174560206,4.6629367034256575e-14
8,0.3507006721053472,0.9718652690684714,0.0002656180360713911
9,0.33867259611125644,0.8838769670600066,3.9968028886505635e-15
10,0.23576834580353717,0.7485097869938977,1.2143575034428977e-10
11,0.5603287961371503,1.0493248006417646,0.09521580190509171
12,0.4729697893353829,0.9446439605585815,4.440892098500626e-16
