,Media,Desvio,Melhor Fitness
1,0.29269639607716585,0.8664124374023872,4.213962512267244e-12
2,0.13337255145996876,0.5402486419632653,9.494764485751261e-08
3,0.06725234648874791,0.30270020968403394,4.501590253669363e-05
4,0.3049547026483911,0.8344379008598878,1.709743457922741e-13
5,0.29549968016254763,0.8529753290212888,3.860179842440914e-07
6,0.1866123626113162,0.6835919913165617,2.3481558919513645e-09
7,0.41230056425509076,0.9412888917230205,0.047174130614426435
8,0.0724026328677311,0.34347595697161887,1.2818635042322057e-11
9,0.26075262866055443,0.777888388180489,0.020064558724119497
10,0.5572637407733558,1.060159551385465,1.1014642087303628e-08
11,0.4063169593374667,1.0287065774570747,1.8568887272252255e-07
12,0.10960146661856524,0.4918455346201798,8.268120854637573e-09
