,Media,Desvio,Melhor Fitness
1,2.6287240916733805,0.0,2.6287240916733805
2,2.6478023988607395,0.13354815031149272,2.628724091673384
3,0.17994781515800226,2.7755575615628914e-17,0.1799478151580023
4,0.8109197657094999,1.1102230246251565e-16,0.8109197657095
5,0.17994781515800226,2.7755575615628914e-17,0.1799478151580023
6,2.7461887219479717,0.040246777631811455,2.7404391822862846
7,0.5629734198405102,0.2117703687668531,0.5327205100166741
8,0.17994781515800226,2.7755575615628914e-17,0.1799478151580023
9,0.17994781515800226,2.7755575615628914e-17,0.1799478151580023
10,0.17994781515800226,2.7755575615628914e-17,0.1799478151580023
11,1.1165198879989908,1.0005434703453322,0.5327205100166741
12,0.26867270635410095,0.4346614218287943,0.1799478151580023
