,Media,Desvio,Melhor Fitness
1,0.31303515195215026,0.5267748548488472,0.1799478151580023
2,0.8049966984312052,0.5811394204376243,0.5327205100166812
3,1.3252175691033108,0.8909289158218701,0.5327205100166776
4,0.6679347167365449,0.9188489552585404,0.1799478151580023
5,0.7444908787835331,0.5248683686368949,0.5327205100166812
6,0.6839850591358548,0.4537936473575425,0.5327205100166741
7,1.1009620255038888,0.2136545600481902,1.0297438388211586
8,1.0541569023051962,1.0344542576884377,0.5327205100166741
9,0.8049966984311994,0.581139420437627,0.5327205100166741
10,0.6235722711384956,0.8872489119609868,0.1799478151580023
11,0.7142379689596972,0.49155160252166474,0.5327205100166812
12,0.31303515195215026,0.5267748548488472,0.1799478151580023
