,Media,Desvio,Melhor Fitness
1,4.490578636618504,1.6809660279061447,0.1799478151580023
2,3.9931758360893252,1.7553621630174299,0.1799478151580023
3,4.5716027394502285,1.589053330309093,0.1799478151580023
4,4.344512589228282,1.719969766148395,0.1799478151580023
5,4.607642614072733,1.9292546369004642,0.1799478151580023
6,4.552759756668326,1.8548840715674633,0.1799478151580023
7,4.655139536776981,1.6188223713350638,0.1799478151580023
8,4.636771439200514,1.648910634282884,0.1799478151580023
9,4.821311842693715,1.7626518175372767,0.1799478151580023
10,4.0108234696288845,1.9322762630661985,0.1799478151580023
11,4.57359840240352,1.6207779388683754,0.1799478151580023
12,4.365377340970717,1.6411170787619214,0.1799478151580023
